Date,Close,SMA_50,SMA_200,Upper Band,Middle Band,Lower Band,RSI,MACD,MACD Signal,ATR,OBV,Crypto
2020-07-29,0.24309900403022766,0.19443312048912048,0.2097286443412304,0.2320811891702661,0.2058420516550541,0.17960291413984208,83.95253206961065,0.009821911793482296,0.005854742473075029,0.009482714746679579,38382990573,XRP-USD
2020-07-30,0.24452200531959534,0.19526480048894881,0.2098730893433094,0.23928739634872576,0.2081355519592762,0.17698370756982662,88.18928655745069,0.011403661042599073,0.006964526186979838,0.009667215602738517,40033748973,XRP-USD
2020-07-31,0.25890401005744934,0.1966392806172371,0.21010452441871166,0.24933364755500165,0.21102090254426004,0.17270815753351842,90.27209437731052,0.013660249452845885,0.008303670840153049,0.010523000998156411,41888271533,XRP-USD
2020-08-01,0.2895289957523346,0.1985510006546974,0.21037873439490795,0.26703548557069023,0.21547045260667802,0.16390541964266583,92.62274186047232,0.017715578268980597,0.010186052325918559,0.012826572571481978,45056145994,XRP-USD
2020-08-02,0.28706198930740356,0.20043012052774428,0.21064956933259965,0.27985692955998365,0.21989480182528495,0.15993267409058626,90.68471517638032,0.020494145023690125,0.012247670865472873,0.015809786106858934,40275409456,XRP-USD
2020-08-03,0.30994001030921936,0.2027965807914734,0.21105639941990376,0.2967172636426376,0.22545135244727135,0.1541854412519051,95.2737881260306,0.024262560594918603,0.01465064881136202,0.017781573746885573,43616224450,XRP-USD
2020-08-04,0.3004930019378662,0.20494496077299118,0.21136498443782328,0.30796877542789824,0.23062045276165008,0.15327213009540194,88.33530246850425,0.026184919014605984,0.016957502852010812,0.019053214362689426,40869786791,XRP-USD
2020-08-05,0.30331099033355713,0.20718504071235658,0.21166510939598082,0.31786324759951723,0.23608360216021537,0.15430395672091352,88.19837907535714,0.027617433443195588,0.01908948897024777,0.019645928272179196,42918197043,XRP-USD
2020-08-06,0.3035840094089508,0.2093878608942032,0.21200510442256928,0.32612704312555135,0.241548752784729,0.15697046244390667,87.82980137583112,0.028446824520689556,0.02096095608033613,0.019942069692271098,44864583732,XRP-USD
2020-08-07,0.2946639955043793,0.21146200090646744,0.2123119443655014,0.331618663295703,0.24631490260362626,0.16101114191154953,84.25041664953508,0.028060883947755355,0.022380941653819975,0.02112914196082524,40586200775,XRP-USD
2020-08-08,0.29402199387550354,0.21360664069652557,0.21259622432291508,0.3358677941456937,0.2510592520236969,0.1662507099017001,82.52163160802755,0.027387512896597355,0.023382255902375453,0.020745927734034404,39230432484,XRP-USD
2020-08-09,0.2886529862880707,0.21560970038175584,0.21285920925438404,0.3378224589113009,0.2557386510074139,0.17365484310352683,78.92209902450622,0.02611953767408176,0.023929712256716716,0.020952927214758738,37839144225,XRP-USD
2020-08-10,0.29465898871421814,0.21779068022966386,0.213201984167099,0.3397830351131552,0.2605222001671791,0.18126136522120298,78.46834253303719,0.025307562548851026,0.02420528231514358,0.02060271373816899,39947771785,XRP-USD
2020-08-11,0.2844490110874176,0.21969422042369843,0.21350902423262597,0.3397122787026185,0.2645775504410267,0.18944282217943492,71.11441674869454,0.023568523280519782,0.024077930508218822,0.021701356129986898,35405272635,XRP-USD
2020-08-12,0.2849299907684326,0.2216192203760147,0.21383153915405273,0.33905294284059206,0.2684451498091221,0.19783735677765213,68.03977035396696,0.02197580971685953,0.023657506349946966,0.02144307110990797,37406779314,XRP-USD
2020-08-13,0.2978070080280304,0.22388992041349412,0.21416714422404767,0.3379512804832752,0.27313304990530013,0.20831481932732504,70.91329665836037,0.021504747079807485,0.02322695449591907,0.022443785199097226,39468222128,XRP-USD
2020-08-14,0.300370991230011,0.22622594028711318,0.21451288916170597,0.3369917727770958,0.27744649946689603,0.21790122615669624,67.93911278167958,0.021095146840909795,0.022800592964917217,0.02209521404334477,41714272651,XRP-USD
2020-08-15,0.2996610105037689,0.22856574058532714,0.214818754196167,0.33414584181937335,0.2816804498434067,0.22921505786743998,55.913948941322175,0.020477197799897595,0.022335913931913295,0.01990821531840733,39453919015,XRP-USD
2020-08-16,0.30349200963974,0.23109856069087983,0.2151575642079115,0.3312487643709296,0.2856714501976967,0.24009413602446375,59.439719352845856,0.02006529808003793,0.021881790761538223,0.01725071668624878,41532743463,XRP-USD
2020-08-17,0.3147670030593872,0.23384006083011627,0.21551318921148777,0.32906686647915523,0.28989595025777815,0.25072503403640106,53.19994863233594,0.02041334993322469,0.021588102595875517,0.016684070229530334,44533798096,XRP-USD
2020-08-18,0.3033069968223572,0.2363470208644867,0.2158335591852665,0.3256633984522911,0.2929063498973846,0.26014930134247816,51.81698174204871,0.0195392208313917,0.021178326242978756,0.016276715057236806,42407294618,XRP-USD
2020-08-19,0.29024600982666016,0.2386345410346985,0.21607751421630383,0.3188495885648587,0.2951925501227379,0.27153551168061707,42.54953572683784,0.017589790568687536,0.020460619108120512,0.016841856496674672,40243525690,XRP-USD
2020-08-20,0.2925730049610138,0.24094648122787476,0.21628670923411847,0.3133664263613338,0.29687599986791613,0.28038557337449843,43.864569778587274,0.016047634953996692,0.01957802227729575,0.016577429005077908,41993460102,XRP-USD
2020-08-21,0.2806819975376129,0.24301524132490157,0.2164169842749834,0.31418065006732043,0.29643364995718,0.2786866498470396,42.45878967205336,0.013707943951970503,0.0184040066122307,0.016096357788358415,40159641536,XRP-USD
2020-08-22,0.286545991897583,0.2452194410562515,0.21651567421853543,0.314213617970761,0.296407850086689,0.278602082202617,46.182828243172466,0.01218641985144081,0.017160489260072725,0.016323070440973555,41576849058,XRP-USD
2020-08-23,0.28538599610328674,0.24736748099327088,0.2165552642196417,0.312434789829166,0.29518014937639236,0.2779255089236187,48.25699019721951,0.010762930708159535,0.015880977549690086,0.01591664126941136,40393221791,XRP-USD
2020-08-24,0.28921499848365784,0.24961144089698792,0.21659026928246022,0.3118769705780157,0.29461624920368196,0.2773555278293482,47.026439247681154,0.009830454438687741,0.014670872927489618,0.01572799895490919,41630451311,XRP-USD
2020-08-25,0.2779270112514496,0.2513986411690712,0.21658348433673383,0.3116192275843574,0.2933470502495766,0.27507487291479576,46.47908352752577,0.00808738767412559,0.013354175876816813,0.01466228493622371,40227055399,XRP-USD
2020-08-26,0.2774910032749176,0.25325272113084796,0.21658472441136836,0.3109519956746238,0.2920423999428749,0.273132804211126,45.98209471086039,0.006594791849926174,0.012002299071438686,0.013919568487576075,39032445384,XRP-USD
2020-08-27,0.26451098918914795,0.254449100792408,0.2164949943870306,0.31303207801267174,0.29053474962711334,0.26803742124155494,32.03632260332142,0.004314782124980043,0.010464795682146958,0.013730070420673915,37560496485,XRP-USD
2020-08-28,0.2720459997653961,0.25583182066679,0.2164848243445158,0.3133200660239851,0.289435949921608,0.26555183381923086,35.49622782191547,0.00308036187789984,0.008987908921297534,0.013692355581692286,38738924298,XRP-USD
2020-08-29,0.27449700236320496,0.25734872072935105,0.21645660437643527,0.31353129902942783,0.2887281507253647,0.2639250024213015,37.34052033819224,0.0022736412433698727,0.007645055385712003,0.013556282435144697,39792517017,XRP-USD
2020-08-30,0.28303399682044983,0.25898546069860456,0.2163498093932867,0.31290966313602675,0.28814690113067626,0.26338413912532577,40.17329861444136,0.0022966985235226556,0.006575384013274134,0.013518925224031721,40994720331,XRP-USD
2020-08-31,0.28176599740982056,0.2606100207567215,0.21612510941922664,0.3128886738246874,0.2880127504467964,0.26313682706890545,32.46250597079033,0.0021874391914722957,0.0056977950489137666,0.012098284704344613,39784921768,XRP-USD
2020-09-01,0.2956959903240204,0.2625524404644966,0.2159294793754816,0.3136113497422855,0.2885510504245758,0.2634907511068661,46.05880092533291,0.003188133574714036,0.005195862754073821,0.012183570436068944,41515662145,XRP-USD
2020-09-02,0.27646100521087646,0.26410548061132433,0.21578060440719127,0.312701965126384,0.2874837502837181,0.2622655354410522,43.29072722420135,0.0024014066172342585,0.004636971526705908,0.012969072375978743,39530247700,XRP-USD
2020-09-03,0.24658000469207764,0.26509486079216005,0.21553833447396756,0.31517135345797875,0.28479420095682145,0.25441704845566415,32.349080058989315,-0.0006260109163904182,0.003584375038086643,0.014632359147071838,37682957345,XRP-USD
2020-09-04,0.25588300824165344,0.2663315609097481,0.2153848894685507,0.3147306261081054,0.28260530084371566,0.2504799755793259,40.289908513816286,-0.002248665271641359,0.002417766976141043,0.015102215111255646,39607191825,XRP-USD
2020-09-05,0.2376919984817505,0.26719978094100955,0.21508378438651563,0.31563737284778765,0.2793153002858162,0.24299322772384474,32.555136549985036,-0.004945484530572253,0.0009451166747983838,0.016184002161026,37446570787,XRP-USD
2020-09-06,0.24073100090026855,0.2680275809764862,0.21489942945539953,0.31181323843201436,0.27561350017786024,0.23941376192370611,34.26566347612872,-0.006759590770928914,-0.0005958248143470757,0.01646700288568224,39198975792,XRP-USD
2020-09-07,0.24217399954795837,0.2688883608579636,0.21474831946194173,0.3092315462060231,0.27255685031414034,0.23588215442225755,33.141482466622264,-0.00798875570220825,-0.0020744109919193106,0.016749287290232524,40972151689,XRP-USD
2020-09-08,0.23675300180912018,0.26972212076187135,0.21455739453434944,0.308855449503727,0.26988219991326334,0.23090895032279965,34.59633245294039,-0.009293180972807902,-0.003518164988097029,0.016376359122140065,39353734719,XRP-USD
2020-09-09,0.2396090030670166,0.2705345407128334,0.21437593460083007,0.3069068114314445,0.26723399981856344,0.22756118820568236,36.07996010295785,-0.009981432227231135,-0.0048108184359238505,0.016639216669968197,40556871850,XRP-USD
2020-09-10,0.2435300052165985,0.27133830070495607,0.21418002963066102,0.3058686193428166,0.26537640020251274,0.22488418106220887,41.74048555275704,-0.010094125406345633,-0.005867479830008207,0.015813499689102173,41910230998,XRP-USD
2020-09-11,0.24329200387001038,0.2720525807142258,0.21404335469007493,0.3035653594160397,0.2632137008011341,0.22286204218622852,37.99054502997932,-0.010086370877387119,-0.00671125803948399,0.01547792979649135,40813568832,XRP-USD
2020-09-12,0.24781399965286255,0.2729278805851936,0.21401536464691162,0.3008297376491457,0.2613351009786129,0.22184046430808005,39.04503593115353,-0.009604621985954076,-0.007289930828778008,0.015445073800427573,41857314915,XRP-USD
2020-09-13,0.24180099368095398,0.27348186045885087,0.21407011464238168,0.29708074152961966,0.2589644007384777,0.22084805994733575,32.71312318281946,-0.009597399006254725,-0.007751424464273352,0.01580500283411571,40694132721,XRP-USD
2020-09-14,0.2463269978761673,0.27410876035690307,0.2141161696612835,0.29480451464119284,0.2573844000697136,0.21996428549823432,35.537345579498975,-0.009121319140419082,-0.0080254033995025,0.01606543149266924,41890127011,XRP-USD
2020-09-15,0.2438499927520752,0.2745123201608658,0.21415393963456153,0.29233301670308004,0.25570234954357146,0.21907168238406285,26.659827834226917,-0.0088419712880205,-0.0081887169772061,0.015072288257735116,40644595917,XRP-USD
2020-09-16,0.24784700572490692,0.27486372023820876,0.21423720963299275,0.2914141689393138,0.2548691503703594,0.21832413180140495,35.07013236538337,-0.008203495767219987,-0.008191672735208877,0.013656858886991228,42065882372,XRP-USD
2020-09-17,0.25219398736953735,0.275045619904995,0.2143539495766163,0.289524579260168,0.2538765497505665,0.21822852024096498,53.99321483747662,-0.0072630107605571315,-0.008005940340278529,0.012204358620303018,43801283093,XRP-USD
2020-09-18,0.2507070004940033,0.27516931980848314,0.21441374957561493,0.2870006477126284,0.2526870496571064,0.21837345160158445,45.8577361150994,-0.006562014215373141,-0.007717155115297452,0.011260573353086199,42518933337,XRP-USD
2020-09-19,0.2517159879207611,0.27502555936574935,0.21450042448937892,0.28232075845188015,0.251121149212122,0.2199215399723638,65.48038958313184,-0.005857530583645798,-0.007345230208967122,0.009828217327594757,43562418392,XRP-USD
2020-09-20,0.24674299359321594,0.274169839322567,0.2145614894479513,0.27706174267069816,0.24936999902129173,0.22167825537188532,56.364594343045546,-0.005635538333251672,-0.007003291833824032,0.009513287671974726,42471134807,XRP-USD
2020-09-21,0.232137992978096,0.2730713593959808,0.21452426940202712,0.26449549990730453,0.2461920991539955,0.22788869840068648,41.69094389929819,-0.006562461396020819,-0.00691512574626339,0.009905001946857997,40752177184,XRP-USD
2020-09-22,0.23341700434684753,0.2715408992767334,0.21447091445326805,0.2565692402437996,0.24403989911079407,0.23151055797778855,47.03466845109756,-0.007111867887053258,-0.006954474174421364,0.00943835824728012,41771761015,XRP-USD
2020-09-23,0.22122099995613098,0.2699554592370987,0.21439166449010372,0.25884920914751114,0.24277194887399672,0.2266946886004823,35.9826156890453,-0.00843416827573068,-0.007250412994683228,0.00979343056678772,40124957480,XRP-USD
2020-09-24,0.23290500044822693,0.2685473394393921,0.21452166952192783,0.257025230601927,0.24162304848432542,0.22622086636672384,42.7576201043506,-0.008441985711641453,-0.007488727538074873,0.010060645639896393,42062027246,XRP-USD
2020-09-25,0.24192200601100922,0.26731409937143324,0.21468537457287312,0.25712521226395885,0.24183454886078834,0.22654388545761783,49.16597799079609,-0.007632600230932041,-0.007517502076646307,0.010540073471409934,43832554526,XRP-USD
2020-09-26,0.24216000735759735,0.2662640196084976,0.21483499959111213,0.257188302963395,0.2419059991836548,0.22662369540391455,46.36856943841758,-0.0068924992456805,-0.007392501510453146,0.010534287563392095,45421613837,XRP-USD
2020-09-27,0.2427549958229065,0.2652386796474457,0.21500829458236695,0.25722170595968463,0.2419350489974022,0.22664839203511974,50.658568508941315,-0.00618663757914048,-0.007151328724190613,0.009931001280035292,46809743344,XRP-USD
2020-09-28,0.2418619990348816,0.2643028599023819,0.21551942959427833,0.25728204801529597,0.24219049885869026,0.22709894970208458,46.754945485995215,-0.005634345275578184,-0.006847932034468127,0.009687714278697968,45086926188,XRP-USD
2020-09-29,0.24317699670791626,0.26327322006225584,0.2159385545551777,0.25741624902825466,0.24236889854073523,0.2273215480532158,49.50247923177964,-0.0050325284680941,-0.006484851321193322,0.009806357324123383,46717808479,XRP-USD
2020-09-30,0.241784006357193,0.26241991996765135,0.21641101457178594,0.2573208426916644,0.24228159859776496,0.2272423545038655,45.338373792119576,-0.00461479055894809,-0.006110839168744275,0.00909749950681414,45146720169,XRP-USD
2020-10-01,0.2382490038871765,0.2614863002300262,0.21683274962008,0.2571661513452922,0.24202944859862327,0.22689274585195437,39.14262881868694,-0.004516907316525043,-0.005792052798300429,0.009006855743271964,43421648323,XRP-USD
2020-10-02,0.23411700129508972,0.26021250009536745,0.21729801960289477,0.2566181348647172,0.24134459868073463,0.22607106249675205,37.59421871176596,-0.004718361879619021,-0.005577314614564148,0.009068142090524946,41572647027,XRP-USD
2020-10-03,0.2329380065202713,0.25886384040117266,0.21774008966982364,0.2566268506929401,0.2409014493227005,0.22517604795246088,35.993686889737305,-0.004916477010750903,-0.005445147093801499,0.008803283529622214,40310807851,XRP-USD
2020-10-04,0.2476850003004074,0.2578243201971054,0.21826301470398904,0.2568047325924774,0.24096934944391252,0.22513396629534765,50.61322181388407,-0.003839268826062725,-0.005123971440253744,0.009512428726468767,42196264313,XRP-USD
2020-10-05,0.2508159875869751,0.2567707997560501,0.21869190961122512,0.2577162298693846,0.2413176491856575,0.22491906850193044,64.29424272703159,-0.002701784580714045,-0.0046395340683458046,0.008724500026021684,44356165068,XRP-USD
2020-10-06,0.2453410029411316,0.255382279753685,0.21913427464663982,0.2574182526785646,0.24119234904646875,0.2249664454143729,58.57472102897595,-0.0022165545644458884,-0.004154938167565822,0.00957550001995904,41287332787,XRP-USD
2020-10-07,0.248539000749588,0.2542869198322296,0.21958607465028762,0.25678999431607763,0.24100959971547126,0.22522920511486488,72.56494585486297,-0.0015560177799207875,-0.003635154090036815,0.009260212736470359,43181646234,XRP-USD
2020-10-08,0.2514539957046509,0.2535110795497894,0.22009227462112904,0.25692720521399215,0.24104694947600364,0.22516669373801512,67.91725488751068,-0.000788235598707554,-0.003065770391770963,0.009013855031558446,45166640965,XRP-USD
2020-10-09,0.25349101424217224,0.2527294397354126,0.22057263471186161,0.2572845857892067,0.2411357007920742,0.22498681579494167,62.91675498189386,-1.5216905604770181e-05,-0.002455659694537725,0.008491782205445426,47271474246,XRP-USD
2020-10-10,0.25429001450538635,0.25220160007476805,0.2210328097641468,0.258542328004075,0.24151305183768274,0.22448377567129046,63.37555180265667,0.0006543358453800496,-0.00183366058655417,0.008475924176829202,49229180410,XRP-USD
2020-10-11,0.25571900606155396,0.2515850603580475,0.2215032397955656,0.26024560788450474,0.24269210249185563,0.22513859709920656,64.0370125365043,0.0012854510211977033,-0.0012098382650037954,0.008371137082576752,51081142496,XRP-USD
2020-10-12,0.2564460039138794,0.25100626051425934,0.22191037483513354,0.261850697178734,0.24384355247020723,0.22583640776168049,65.84806059958352,0.0018232595942181407,-0.0006032186931594082,0.008510638560567583,53199035424,XRP-USD
2020-10-13,0.2563230097293854,0.2503484207391739,0.22231101490557192,0.2609717080218593,0.24559865295886993,0.23022559789588054,64.66535851927114,0.002214030198314787,-3.976891486456921e-05,0.00845349473612649,51100823406,XRP-USD
2020-10-14,0.2494480013847351,0.2497788405418396,0.2226793399453163,0.26066124084378156,0.24642580300569533,0.23219036516760908,57.61798710078004,0.0019465246760444754,0.0003574898033172398,0.008981137403420039,49145886972,XRP-USD
2020-10-15,0.24593999981880188,0.24914782047271727,0.22308989495038986,0.26070708197667225,0.24662670269608497,0.23254632341549766,57.64893168017034,0.0014349173792505832,0.0005729753185039085,0.008735708892345428,47493098225,XRP-USD
2020-10-16,0.24044300615787506,0.24866646081209182,0.22343125499784947,0.2607561924915506,0.24654085263609887,0.23232551278064714,56.12510636996288,0.000579226499930724,0.0005742255547892716,0.008707637233393533,45836785678,XRP-USD
2020-10-17,0.24093100428581238,0.24804416090250014,0.22376309499144553,0.26079011332988233,0.24644965305924416,0.23210919278860598,57.84412219844422,-5.885882836112466e-05,0.0004476086781591924,0.008812423263277327,47010291603,XRP-USD
2020-10-18,0.24222500622272491,0.24739872097969054,0.22409760504961013,0.26078471492334926,0.24646780341863633,0.2321508919139234,42.71922559682583,-0.00045488724925363266,0.0002671094926766274,0.007735278989587512,48249012405,XRP-USD
2020-10-19,0.24596400558948517,0.24665732115507125,0.2244342251121998,0.2608432260511307,0.24660715386271476,0.23237108167429882,43.63323511066183,-0.0004617142705616861,0.00012134474002896468,0.007904851010867528,49684712965,XRP-USD
2020-10-20,0.24357299506664276,0.2458934611082077,0.22475475512444973,0.2608271648964442,0.24669660329818727,0.23256604169993034,47.47571753839006,-0.0006525372575048871,-3.343165947780567e-05,0.007220423647335598,48158336686,XRP-USD
2020-10-21,0.2516149878501892,0.24501184105873108,0.22510417006909847,0.2610711573655774,0.24736490249633789,0.23365864762709837,53.858101066525926,-0.00015307963482699694,-5.7361254547643924e-05,0.007402639303888593,50464736229,XRP-USD
2020-10-22,0.25680699944496155,0.24461876094341278,0.22549117505550384,0.261315890672462,0.24849940240383148,0.23568291413520095,56.351298215439975,0.0006541553777922593,8.494207192033673e-05,0.007568566926888057,53292219937,XRP-USD
2020-10-23,0.2548789978027344,0.24478474080562593,0.2257880400121212,0.2604030591622954,0.24959645196795463,0.23878984477361387,51.651103264414765,0.001125348998808673,0.000293023457298004,0.007703926946435656,51166485074,XRP-USD
2020-10-24,0.2564310133457184,0.24479570090770722,0.2261097300797701,0.2612159852382744,0.2500337526202202,0.238851520002166,52.50204266149912,0.0016055008078908195,0.0005555189274165671,0.0075742144669805255,52756910026,XRP-USD
2020-10-25,0.25321298837661743,0.24510612070560456,0.2263714500516653,0.26142218420638447,0.2501536026597023,0.23888502111302018,47.18892767526244,0.0017066832726520542,0.0007857517964636646,0.007648217890943799,51271979317,XRP-USD
2020-10-26,0.2486879974603653,0.24526526063680648,0.226623605042696,0.2613861770180652,0.250320952385664,0.23925572775326276,41.98089885598299,0.0014055399651411726,0.0009097094301991662,0.008096717298030853,48881413252,XRP-USD
2020-10-27,0.2528989911079407,0.24547976046800613,0.22695078000426291,0.2616281276406887,0.2505389519035816,0.23944977616647448,46.73654621713638,0.0014895036480644108,0.0010256682737722152,0.008029789796897344,51154987267,XRP-USD
2020-10-28,0.24586500227451324,0.24566200047731399,0.22723979003727435,0.2615317625070684,0.2502595022320747,0.23898724195708104,46.59533875565919,0.0009771968414423182,0.0010159739873062358,0.008035146764346532,48779388528,XRP-USD
2020-10-29,0.24229499697685242,0.2457157203555107,0.22750059001147746,0.26140014157256536,0.24969970136880876,0.23799926116505216,46.54049766869833,0.00027989397101116364,0.0008687579840472214,0.008064933121204376,43327689785,XRP-USD
2020-10-30,0.23918400704860687,0.24562880039215088,0.22775785006582738,0.26132754496243843,0.24894440099596976,0.2365612570295011,48.74838604165272,-0.0005177857533292529,0.0005914492365719265,0.008213646709918976,40963287522,XRP-USD
2020-10-31,0.23974399268627167,0.2455578401684761,0.2280298950523138,0.2607478046585001,0.24814565032720565,0.23554349599591118,48.821637875868355,-0.001092176589014976,0.00025472407145454607,0.00835429025547845,43064051616,XRP-USD
2020-11-01,0.23979699611663818,0.24539750009775163,0.22832253001630307,0.2598058300167866,0.2473131999373436,0.23482056985790062,47.528793908986046,-0.0015255232482948577,-0.00010132539249533472,0.008452718811375754,44919793312,XRP-USD
2020-11-02,0.23542100191116333,0.24526990026235582,0.22854911506175996,0.25908022854324464,0.2462680995464325,0.23345597054962036,39.40678638578559,-0.0021967371402096536,-0.0005204077420381985,0.008561004485402788,42506917514,XRP-USD
2020-11-03,0.23950999975204468,0.24513356029987335,0.22879565507173538,0.2588324924458819,0.24577119946479797,0.23270990648371404,46.052354589807585,-0.0023713950666229,-0.0008906052069551388,0.009026575301374708,45559442421,XRP-USD
2020-11-04,0.2377929985523224,0.24501242041587828,0.22900999508798123,0.2589024261972563,0.245363849401474,0.23182527260569172,34.68851043206628,-0.0026181796338291263,-0.0012361200923299363,0.008666146014417921,42223656347,XRP-USD
2020-11-05,0.2457759976387024,0.2449710002541542,0.22928458005189895,0.2589695999544324,0.24563049897551537,0.2322913979965983,38.49186929434392,-0.00214487212108766,-0.0014178704980814811,0.008470289409160614,45173165342,XRP-USD
2020-11-06,0.25844499468803406,0.24509602040052414,0.2296593550592661,0.26081088472029423,0.24650619849562644,0.23220151227095864,53.03913346280118,-0.0007389719163311548,-0.001282090781731416,0.008963502943515778,48455756434,XRP-USD
2020-11-07,0.24958199262619019,0.24507352024316786,0.2299856249988079,0.2610933073104982,0.24687404781579972,0.23265478832110126,44.80969444239928,-0.00033608192703846185,-0.0010928890107928253,0.010107716279370444,45060410450,XRP-USD
2020-11-08,0.2539390027523041,0.24511798053979875,0.23031547002494335,0.26182792156939616,0.24727279767394067,0.23271767377848518,50.540849560744284,0.00033097037579585264,-0.0008081171334750897,0.010351999529770442,47425152786,XRP-USD
2020-11-09,0.25074800848960876,0.2451980808377266,0.23061065509915352,0.26215637109176837,0.24763154834508896,0.23310672559840956,51.565739541670794,0.0005952657103279746,-0.0005274405647144769,0.010039784014225006,44345738883,XRP-USD
2020-11-10,0.25391098856925964,0.24563354074954988,0.23091188505291937,0.2624390587714633,0.24774634838104248,0.23305363799062168,50.78163483839722,0.0010478685490323825,-0.00021237874196510502,0.010739498904773168,47834537341,XRP-USD
2020-11-11,0.2562589943408966,0.24609038054943086,0.23121791005134582,0.26234239351499516,0.24771894812583922,0.23309550273668328,58.65445291863167,0.0015778356944837202,0.00014566414532466001,0.010389284363814763,50645616440,XRP-USD
2020-11-12,0.25490298867225647,0.24676402032375336,0.23150839999318124,0.26234606975382063,0.24772014766931533,0.23309422558481005,60.899784763169926,0.0018668996930570891,0.0004899112548711459,0.01028628328016826,48202383332,XRP-USD
2020-11-13,0.265190988779068,0.24740974009037017,0.23184446491301058,0.2643258389474655,0.24815814644098283,0.23199045393450018,70.00137750928444,0.002892794290852485,0.0009704878620674138,0.010315998324326106,51191493049,XRP-USD
2020-11-14,0.268341988325119,0.24793813973665238,0.23210875488817692,0.26733663443591343,0.2489145964384079,0.23049255844090238,71.15111508549919,0.00391495333506825,0.001559380956667581,0.010965282363551003,55625401960,XRP-USD
2020-11-15,0.2696419954299927,0.24848777949810028,0.23231980487704276,0.27058234161340416,0.24996229633688927,0.22934225106037437,71.67361539154103,0.004774879610725036,0.002202480687479072,0.01151863911322185,59239176258,XRP-USD
2020-11-16,0.2855199873447418,0.249343079328537,0.2326835998147726,0.2776384629274584,0.2515933461487293,0.22554822937000021,81.17431243020266,0.006660816878462039,0.0030941479256756657,0.012194711182798659,63344873309,XRP-USD
2020-11-17,0.30240800976753235,0.25055399954319,0.2330993998795748,0.28879188622750795,0.2544204965233803,0.2200491068192526,83.76094927700139,0.009409688983738285,0.00435725613728819,0.012589425912925176,69347439844,XRP-USD
2020-11-18,0.29422199726104736,0.2515748995542526,0.23345093987882137,0.29516869024611525,0.25701684653759005,0.21886500282906485,78.32183124736181,0.010803115544520181,0.005646428018734589,0.01376421217407499,63662640290,XRP-USD
2020-11-19,0.30376601219177246,0.2528145396709442,0.23387269996106624,0.30272902739698215,0.26024594679474833,0.2177628661925145,78.65627759486745,0.012533065003486665,0.007023755415685004,0.014648070292813438,68893215018,XRP-USD
2020-11-20,0.32806798815727234,0.2546109193563461,0.2344182249158621,0.31567772812289746,0.26466214656829834,0.21364656501369925,80.85714648004303,0.015684230724956227,0.008755850477539249,0.015768927122865404,75176848960,XRP-USD
2020-11-21,0.4583440124988556,0.25909545958042146,0.2356276299804449,0.3749225893253949,0.27558949738740923,0.17625640544942356,94.56383950457217,0.02836674449153359,0.012678029280338118,0.023923000054700033,91383145001,XRP-USD
